JID,Jurisdiction,Precinct,Precinct Description,Polling Place Name,Description,Address Line 1,Address Line 2,City,State,Zip,Accessible
49,Lake County,24,Avon 24,Beach Haven Tower,Polling Place 4,730 Golfview Dr,,Round Lake Beach,,60073,Y
49,Lake County,27,Avon 27,Round Lake Beach Cultural & Civic Ctr.,Polling Place 10,2007 N Civic Center Way,,Round Lake Beach,,60073,Y
49,Lake County,28,Avon 28,Round Lake Beach Cultural & Civic Ctr.,Polling Place 10,2007 N Civic Center Way,,Round Lake Beach,,60073,Y
49,Lake County,166,Lake Villa 166,Round Lake Beach Cultural & Civic Ctr.,Polling Place 10,2007 N Civic Center Way,,Round Lake Beach,,60073,Y
49,Lake County,32,Avon 32,Round Lake Park Village Hall,Polling Place 4,203 E Lake Shore Dr,,Round Lake Park,,60073,Y
49,Lake County,39,Avon 39,Round Lake Park Village Hall,Polling Place 4,203 E Lake Shore Dr,,Round Lake Park,,60073,Y
57,Madison County,1901,WOOD RIVER 01,ROX-ARENA,,2 PARK DRIVE,,ROXANA,,62084,Y
57,Madison County,1906,WOOD RIVER 06,ROX-ARENA,,2 PARK DRIVE,,ROXANA,,62084,Y
10,Champaign County,1702,Ogden 2,Royal Community Building,,103 S Park,,Royal,,61871,Y
56,Macoupin County,1601,HILYARD,HILYARD,,HILYARD TOWNSHIP HALL,CORNER OF RTE 16 & RTE 159,ROYAL LAKES,,62685,Y
28,Franklin County,7101,Six Mile 1,Royalton Village Hall,,311 S Main St,,Royalton,,62983,Y
79,Randolph County,160001,RUMA,RUMA,VILLAGE HALL,207 MAIN,,RUMA,,62278,Y
84,Schuyler County,401,OAKLAND,OAKLAND TOWN HALL,,16222 RAY RD,,RUSHVILLE,,62681,Y
84,Schuyler County,701,BUENAVISTA 1,BUENAVISTA TOWN HALL,,1090 MACOMB RD,,RUSHVILLE,,62681,Y
84,Schuyler County,702,BUENAVISTA 2,BUENAVISTA TOWN HALL,,1090 MACOMB RD,,RUSHVILLE,,62681,Y
84,Schuyler County,801,RUSHVILLE 1,RUSHVILLE TOWNSHIP HALL,,224 W MADISON,,RUSHVILLE,,62681,Y
84,Schuyler County,802,RUSHVILLE 2,RUSHVILLE TOWNSHIP HALL,,224 W MADISON,,RUSHVILLE,,62681,Y
84,Schuyler County,803,RUSHVILLE 3,SCHUYLER CO EXTENSION BLDING,,710 MAPLE AVENUE,,RUSHVILLE,,62681,Y
84,Schuyler County,804,RUSHVILLE 4,SCHUYLER CO EXTENSION BLDING,,710 MAPLE AVENUE,,RUSHVILLE,,62681,Y
84,Schuyler County,1101,WOODSTOCK,WOODSTOCK TOWN HALL,,5660 WOODSTOCK RD,,RUSHVILLE,,62681,Y
50,LaSalle County,32,GROVELAND PRECT 1,RUTLAND VILLAGE HALL,RUTLAND VILLAGE HALL,GROVELAND- RUTLAND VIL. HALL,101 FRONT ST,"RUTLAND, IL 61358",,,Y
10,Champaign County,2201,Sadorus Sadorus,Sadorus Village Hall,,115 E Market,,Sadorus,,61872,Y
13,Clay County,1201,PIXLEY 1,PIXLEY 1,,506 E. PARK,AMERICAN LEGION CLUB,SAILOR SPRINGS,,62879,Y
40,Jasper County,801,STE. MARIE 1,STE. MARIE 1,,TOWN HOUSE,205 N. MAIN ST.,SAINTE MARIE,,62459,Y
58,Marion County,140001,Salem 1,Salem 1 & 3,Courthouse 1 St Floor,100 E Main,,Salem,,62881,?
58,Marion County,140002,Salem 2,Salem 2 & 8,Marion County Fairgrounds,Exhibit Building,,Salem,,62881,?
58,Marion County,140003,Salem 3,Salem 1 & 3,Courthouse 1 St Floor,100 E Main,,Salem,,62881,?
58,Marion County,140004,Salem 4,Salem 4 & 7,The First Christian Church,1200 West Boone Street,,Salem,,62881,?
58,Marion County,140005,Salem 5,Salem 5,Selmaville South School,3185 Selmaville Rd,,Salem,,62881,?
58,Marion County,140006,Salem 6,Salem 6 & 9,Salem High School,1200 N Broadway,,Salem,,62881,?
58,Marion County,140007,Salem 7,Salem 4 & 7,The First Christian Church,1200 West Boone Street,,Salem,,62881,?
58,Marion County,140008,Salem 8,Salem 2 & 8,Marion County Fairgrounds,Exhibit Building,,Salem,,62881,?
58,Marion County,140009,Salem 9,Salem 6 & 9,Salem High School,1200 N Broadway,,Salem,,62881,?
58,Marion County,160001,Stevenson,Stevenson,Stevenson Town House,4002 Bannister Rd,,Salem,,62881,?
58,Marion County,170001,Tonti,Tonti,Tonti Town House,5328 Hopkins Hunter Rd,,Salem,,62881,?
54,Logan County,1601,PRAIRIE CREEK,PRAIRIE CREEK TOWNSHIP BUILDING,,119 S PAYNE STREET,,SAN JOSE,,62682,Y
60,Mason County,101,ALLENS GROVE,MASONIC BUILDING,,311 S. 2ND ST,,SAN JOSE,,62682,Y
58,Marion County,20001,Carrigan,Carrigan,Carrigan Town Hall,657 Fairman Rd,,Sandoval,,62882,?
58,Marion County,150001,Sandoval 1,Sandoval 1 & 2,Sandoval City Hall,102 North Cherry,,Sandoval,,62882,?
58,Marion County,150002,Sandoval 2,Sandoval 1 & 2,Sandoval City Hall,102 North Cherry,,Sandoval,,62882,?
58,Marion County,150003,Sandoval 3,Sandoval 3,Junction City Hall,1108 Adams Av,,Sandoval,,62882,?
2,Alexander County,301,SANDUSKY,SANDUSKY,,SANDUSKY COMMUNITY BUILDING,DAVIE RD,SANDUSKY,,62988,Y
19,DeKalb County,SA01,SANDWICH 1,SANDWICH PARK DIST,,1001 N LATHAM ST,,SANDWICH IL,,60115,Y
19,DeKalb County,SA02,SANDWICH 2,FOX VALLEY SENIOR CENTER,,1406 SUYDAM RD,,SANDWICH IL,,60548,Y
19,DeKalb County,SA03,SANDWICH 3,FOX VALLEY SENIOR CENTER,,1406 SUYDAM RD,,SANDWICH IL,,60548,Y
19,DeKalb County,SA04,SANDWICH 4,FOX VALLEY SENIOR CENTER,,1406 SUYDAM RD,,SANDWICH IL,,60548,Y
19,DeKalb County,SA05,SANDWICH 5,SANDWICH PARK DIST,,1001 N LATHAM ST,,SANDWICH IL,,60115,Y
50,LaSalle County,64,NORTHVILLE PRECT 1,NORTHVILLE TWP. GARAGE,NORTHVILLE TWP. GARAGE,NORTHVILLE 1,2689 N 45TH ROAD,"SANDWICH, IL 60548",,,Y
50,LaSalle County,68,NORTHVILLE PRECT 5,WILDWOOD NORTH MOBILE HOME PARK/ 5,WILDWOOD NORTH MOBILE HOME,NORTHVILLE 5 & 7,1 BIRCH DRIVE,"SANDWICH, IL 60548",,,Y
50,LaSalle County,70,NORTHVILLE PRECT 7,WILDWOOD NORTH MOBILE HOME PARK/ 7,NORTHVILLE 7,NORTHVILLE 5 & 7,1 BIRCH DR,"SANDWICH, IL 60548",,,Y
88,St. Clair County,100008,Centreville 8,Centreville 8,Sauget Village Hall,2897 Falling Springs Rd,,Sauget,,62206,Y
16,Cook County,7100023,BLOOM 023,BLOOM 023,EDWARD W PAESEL COMMUNITY CENTER,2700 KALVELAGE DR,,SAUK VILLAGE,,60411,Y
16,Cook County,7100026,BLOOM 026,BLOOM 026,RICKOVER JUNIOR HIGH SCHOOL,22151 TORRENCE AVE,,SAUK VILLAGE,,60411,Y
16,Cook County,7100027,BLOOM 027,BLOOM 027,NANCY L MCCONATHY PUBLIC LIBRARY,21737 JEFFERY AVE,,SAUK VILLAGE,,60411,Y
16,Cook County,7100032,BLOOM 032,BLOOM 032,SAINT JAMES CHURCH,22400 TORRENCE AVE,,SAUK VILLAGE,,60411,Y
16,Cook County,7100053,BLOOM 053,BLOOM 053,EDWARD W PAESEL COMMUNITY CENTER,2700 KALVELAGE DR,,SAUK VILLAGE,,60411,Y
16,Cook County,7100055,BLOOM 055,BLOOM 055,RICKOVER JUNIOR HIGH SCHOOL,22151 TORRENCE AVE,,SAUK VILLAGE,,60411,Y
53,Livingston County,2601,SAUNEMIN,SAUNEMIN COMMUNITY BLDG,,70 NORTH ST,,SAUNEMIN,,61769,Y
8,Carroll County,901,SAVANNA 1,ST. JOHN'S PARISH HALL,,"318 CHICAGO AVE, SAVANNA",,SAVANNA IL,,61074,Y
8,Carroll County,902,SAVANNA 2,ST. JOHN'S PARISH HALL,,"318 CHICAGO AVE, SAVANNA",,SAVANNA IL,,61074,Y
8,Carroll County,903,SAVANNA 3,ST. JOHN'S PARISH HALL,,"318 CHICAGO AVE, SAVANNA",,SAVANNA IL,,61074,Y
8,Carroll County,904,SAVANNA 4,ST. JOHN'S PARISH HALL,,"318 CHICAGO AVE, SAVANNA",,SAVANNA IL,,61074,Y
8,Carroll County,905,SAVANNA 5,ST. JOHN'S PARISH HALL,,"318 CHICAGO AVE, SAVANNA",,SAVANNA IL,,61074,Y
8,Carroll County,906,SAVANNA 6,ST. JOHN'S PARISH HALL,,"318 CHICAGO AVE, SAVANNA",,SAVANNA IL,,61074,Y
8,Carroll County,1101,WASHINGTON,SAVANNA DEPOT PARK,,"18901 B STREET, SAVANNA",,SAVANNA IL,,61074,Y
10,Champaign County,304,Champaign 4,Savoy Recreation Center,Gymnasium for Nov 2016,402 W Graham,,Savoy,,61874,Y
10,Champaign County,306,Champaign 6,First Baptist Church at Savoy,East Entrance,1602 S. Prospect Avenue,,Savoy,,61874,Y
10,Champaign County,2902,Tolono 2,Savoy Municipal Building,,611 N. Dunlap,,Savoy,,61874,Y
56,Macoupin County,203,MT. OLIVE 3,MT. OLIVE 3,,Sawyerville Village Hall,Stephen and Alice St,SAWYERVILLE IL,,62085,Y
64,McLean County,701,CHENEYS GROVE 01,CHENEYS GROVE TWP BLDG,,204 S STATE STREET,,"SAYBROOK, IL",,61770,?
43,JoDaviess County,301,COUNCIL HILL,COUNCIL HILL,,TOWN HALL - COUNCIL HILL,6760 W COUNCIL HILL RD,"SCALES MOUND, IL",,61075,Y
43,JoDaviess County,1601,SCALES MOUND,SCALES MOUND,,TOWN HALL - SCALES MOUND,802 MAIN ST,"SCALES MOUND, IL 61075",,,Y
16,Cook County,7600028,HANOVER 028,HANOVER 028,TOWNE PLACE WEST CLUBHOUSE,2841 MEADOW LN,,SCHAUMBURG,,60195,Y
16,Cook County,8700062,PALATINE 062,PALATINE 062,TREE HOUSE APARTMENTS CLUBHOUSE,1130 TALL TIMBERS RD,,SCHAUMBURG,,60173,Y
16,Cook County,9300002,SCHAUMBURG 002,SCHAUMBURG 002,WALDEN RECREATION CENTER,1833 THOREAU DR,,SCHAUMBURG,,60173,Y
16,Cook County,9300004,SCHAUMBURG 004,SCHAUMBURG 004,SHEFFIELD TOWNE ASSOCIATION,1000 N WALNUT LN,,SCHAUMBURG,,60194,Y
16,Cook County,9300005,SCHAUMBURG 005,SCHAUMBURG 005,FRIENDSHIP VILLAGE,350 W SCHAUMBURG RD,,SCHAUMBURG,,60194,Y
16,Cook County,9300011,SCHAUMBURG 011,SCHAUMBURG 011,ROBERT FROST JUNIOR HIGH SCHOOL,320 W WISE RD,,SCHAUMBURG,,60193,Y
16,Cook County,9300013,SCHAUMBURG 013,SCHAUMBURG 013,FRANCIS CAMPANELLI ELEMENTARY SCHOOL,310 S SPRINGINSGUTH RD,,SCHAUMBURG,,60193,Y
16,Cook County,9300016,SCHAUMBURG 016,SCHAUMBURG 016,SCHAUMBURG SPORT CENTER,1141 W IRVING PARK RD,,SCHAUMBURG,,60193,Y
16,Cook County,9300017,SCHAUMBURG 017,SCHAUMBURG 017,THE COVENANT CHURCH,301 N MEACHAM RD,,SCHAUMBURG,,60173,Y
16,Cook County,9300020,SCHAUMBURG 020,SCHAUMBURG 020,BAPTIST CHURCH OF SCHAUMBURG,316 N SPRINGINSGUTH RD,,SCHAUMBURG,,60194,Y
16,Cook County,9300021,SCHAUMBURG 021,SCHAUMBURG 021,DOOLEY SCHOOL,622 NORWOOD LN,,SCHAUMBURG,,60193,Y
16,Cook County,9300022,SCHAUMBURG 022,SCHAUMBURG 022,CALVARY COMMUNITY CHURCH,1000 S SPRINGINSGUTH RD,,SCHAUMBURG,,60193,Y
16,Cook County,9300023,SCHAUMBURG 023,SCHAUMBURG 023,SCHAUMBURG BARN,231 S CIVIC,,SCHAUMBURG,,60193,Y
16,Cook County,9300024,SCHAUMBURG 024,SCHAUMBURG 024,JANE ADDAMS JUNIOR HIGH SCHOOL,700 S SPRINGINSGUTH RD,,SCHAUMBURG,,60193,Y
16,Cook County,9300025,SCHAUMBURG 025,SCHAUMBURG 025,THE COVENANT CHURCH,301 N MEACHAM RD,,SCHAUMBURG,,60173,Y
16,Cook County,9300026,SCHAUMBURG 026,SCHAUMBURG 026,SCHAUMBURG PRAIRIE CENTER,201 SCHAUMBURG CT,,SCHAUMBURG,,60194,Y
16,Cook County,9300029,SCHAUMBURG 029,SCHAUMBURG 029,COMMUNITY RECREATION CENTER,505 N SPRINGINSGUTH RD,,SCHAUMBURG,,60193,Y
16,Cook County,9300030,SCHAUMBURG 030,SCHAUMBURG 030,SALEM COMMUNITY CHURCH,10 S WALNUT LN,,SCHAUMBURG,,60193,Y
16,Cook County,9300032,SCHAUMBURG 032,SCHAUMBURG 032,WEATHERSFIELD LAKE ASSOCIATION,130 N SALEM DR,,SCHAUMBURG,,60194,Y
16,Cook County,9300033,SCHAUMBURG 033,SCHAUMBURG 033,ALDRIN SCHOOL,617 BOXWOOD DR,,SCHAUMBURG,,60193,Y
16,Cook County,9300034,SCHAUMBURG 034,SCHAUMBURG 034,SHEFFIELD TOWNE ASSOCIATION,1000 N WALNUT LN,,SCHAUMBURG,,60194,Y
16,Cook County,9300037,SCHAUMBURG 037,SCHAUMBURG 037,SCHAUMBURG PRAIRIE CENTER,201 SCHAUMBURG CT,,SCHAUMBURG,,60194,Y
16,Cook County,9300039,SCHAUMBURG 039,SCHAUMBURG 039,OUR REDEEMER METHODIST CHURCH,1600 W SCHAUMBURG RD,,SCHAUMBURG,,60194,Y
16,Cook County,9300040,SCHAUMBURG 040,SCHAUMBURG 040,ALDRIN SCHOOL,617 BOXWOOD DR,,SCHAUMBURG,,60193,Y
16,Cook County,9300041,SCHAUMBURG 041,SCHAUMBURG 041,ROBERT FROST JUNIOR HIGH SCHOOL,320 W WISE RD,,SCHAUMBURG,,60193,Y
16,Cook County,9300042,SCHAUMBURG 042,SCHAUMBURG 042,VILLAGE IN THE PARK,1417 VALLEY LAKE DR,,SCHAUMBURG,,60195,Y
16,Cook County,9300046,SCHAUMBURG 046,SCHAUMBURG 046,NATHAN HALE SCHOOL,1300 W WISE RD,,SCHAUMBURG,,60193,Y
16,Cook County,9300048,SCHAUMBURG 048,SCHAUMBURG 048,EVERETT DIRKSEN SCHOOL,116 W BEECH DR,,SCHAUMBURG,,60193,Y
16,Cook County,9300050,SCHAUMBURG 050,SCHAUMBURG 050,MICHAEL COLLINS SCHOOL,407 SUMMIT DR,,SCHAUMBURG,,60193,Y
16,Cook County,9300053,SCHAUMBURG 053,SCHAUMBURG 053,HOOVER MATH & SCIENCE ACADEMY,315 N SPRINGINSGUTH RD,,SCHAUMBURG,,60194,Y
16,Cook County,9300055,SCHAUMBURG 055,SCHAUMBURG 055,WEATHERSFIELD SOUTH ASSOCIATION,1111 CRANBROOK DR,,SCHAUMBURG,,60193,Y
16,Cook County,9300059,SCHAUMBURG 059,SCHAUMBURG 059,MICHAEL COLLINS SCHOOL,407 SUMMIT DR,,SCHAUMBURG,,60193,Y
16,Cook County,9300060,SCHAUMBURG 060,SCHAUMBURG 060,SHEFFIELD TOWNE ASSOCIATION,1000 N WALNUT LN,,SCHAUMBURG,,60194,Y
16,Cook County,9300061,SCHAUMBURG 061,SCHAUMBURG 061,EVERETT DIRKSEN SCHOOL,116 W BEECH DR,,SCHAUMBURG,,60193,Y
16,Cook County,9300062,SCHAUMBURG 062,SCHAUMBURG 062,SCHAUMBURG SPORT CENTER,1141 W IRVING PARK RD,,SCHAUMBURG,,60193,Y
16,Cook County,9300065,SCHAUMBURG 065,SCHAUMBURG 065,COMMUNITY RECREATION CENTER,505 N SPRINGINSGUTH RD,,SCHAUMBURG,,60193,Y
16,Cook County,9300066,SCHAUMBURG 066,SCHAUMBURG 066,ROBERT FROST JUNIOR HIGH SCHOOL,320 W WISE RD,,SCHAUMBURG,,60193,Y
16,Cook County,9300071,SCHAUMBURG 071,SCHAUMBURG 071,HELEN KELLER SCHOOL,820 BODE RD,,SCHAUMBURG,,60194,Y
16,Cook County,9300072,SCHAUMBURG 072,SCHAUMBURG 072,DUNBAR LAKES CONDOMINIUMS,720 LAKELAND DR,,SCHAUMBURG,,60194,Y
16,Cook County,9300075,SCHAUMBURG 075,SCHAUMBURG 075,WEATHERSFIELD SOUTH ASSOCIATION,1111 CRANBROOK DR,,SCHAUMBURG,,60193,Y
16,Cook County,9300076,SCHAUMBURG 076,SCHAUMBURG 076,SCHAUMBURG CHURCH OF CHRIST,601 E SCHAUMBURG RD,,SCHAUMBURG,,60194,Y
16,Cook County,9300077,SCHAUMBURG 077,SCHAUMBURG 077,FRANCIS CAMPANELLI ELEMENTARY SCHOOL,310 S SPRINGINSGUTH RD,,SCHAUMBURG,,60193,Y
41,Jefferson County,101,BALD HILL,BALD HILL TOWN HOUSE,,4574 E FREEMAN RD,"SCHELLER, IL 62883",SCHELLER,,62883,Y
16,Cook County,7800001,LEYDEN 001,LEYDEN 001,WASHINGTON SCHOOL,4835 MICHIGAN AVE,,SCHILLER PARK,,60176,Y
16,Cook County,7800002,LEYDEN 002,LEYDEN 002,GRACE PARK CONDOMINIUMS,9353 IRVING PARK RD,,SCHILLER PARK,,60176,Y
16,Cook County,7800017,LEYDEN 017,LEYDEN 017,SCHILLER PARK COMMUNITY CENTER,4501 25TH AVE,,SCHILLER PARK,,60176,Y
16,Cook County,7800025,LEYDEN 025,LEYDEN 025,JOHN F KENNEDY SCHOOL,3945 WEHRMAN AVE,,SCHILLER PARK,,60176,Y
16,Cook County,7800027,LEYDEN 027,LEYDEN 027,LINCOLN MIDDLE SCHOOL,9750 SORENG AVE,,SCHILLER PARK,,60176,Y
16,Cook County,7800044,LEYDEN 044,LEYDEN 044,JOHN F KENNEDY SCHOOL,3945 WEHRMAN AVE,,SCHILLER PARK,,60176,Y
16,Cook County,7800045,LEYDEN 045,LEYDEN 045,VILLAGE OF SCHILLER PARK,9526 IRVING PARK RD,,SCHILLER PARK,,60176,Y
56,Macoupin County,2601,SCOTTVILLE,SCOTTVILLE,,Scottville Town Hall,Walnut and Chestnut St,SCOTTVILLE IL,,62683,Y
66,Mercer County,1001,ABINGTON,SEATON FIRE STATION,,SEATON,,"SEATON, IL 61476",,,Y
6,Bureau County,1305,HALL 5,SEATONVILLE VILLAGE HALL,,105 N. CENTER STREET,,SEATONVILLE,,61359,Y
50,LaSalle County,4,BROOKFIELD PRECT 01,BROOKFIELD TOWN HALL,BROOKFIELD TOWN HALL,BROOKFIELD,2099 E 27TH RD,"SENECA, IL 61360",,,Y
50,LaSalle County,48,MANLIUS PRECINCT 1,SENECA FIRE & EMERGENCY BLDG/1,FIRE & EMERGENCY BLDG,MANLIUS 1 & 4,121 W ARMOUR ST,"SENECA, IL 61360",,,Y
50,LaSalle County,51,MANLIUS PRECINCT 4,SENECA FIRE & EMERG.BLDG./ 4,SENECA FIRE & EMERG. BLDG.,MANLIUS 1 & 4,"121 W ARMOUR ST.,","SENECA, IL 61360",,,Y
50,LaSalle County,104,SERENA PRECINCT 1,SERENA TOWNSHIP BLDG.,SERENA TOWNSHIP BLDG.,SERENA,2292 E US52 PO BOX 212,"SERENA, IL 60549",,,Y
28,Franklin County,5101,Goode 1,VFW Bldg,,302 W Coal St,,Sesser,,62884,Y
28,Franklin County,5102,Goode 2,Goode Township Bldg,,201 E Callie St,,Sesser,,62884,Y
28,Franklin County,5201,Barren,Barren Township Bldg,,15596 Rend City Rd,,Sesser,,62884,Y
101,Winnebago County,1101,SEWARD 1,SEWARD TOWNSHIP OFFICES PCT 01,,16272 GRANT ST,,SEWARD IL,,61077,Y
10,Champaign County,2302,Scott Seymour,Seymour Meeting Center,,112 N Main,,Seymour,,61875,Y
19,DeKalb County,SH01,SHABBONA 1,RESOURCE BANK,COMMUNITY ROOM,102 S. INDIAN RD,(CORNER OF RT 30 AND INDIAN RD,SHABBONA IL,,60550,Y
8,Carroll County,101,CHERRY GROVE\SHANNON 1,CHG\SHN TWP BUILDING,,"13 S CEDAR, SHANNON",,SHANNON IL,,61078,N
8,Carroll County,102,CHERRY GROVE\SHANNON 2,CHG\SHN TWP BUILDING,,"13 S CEDAR, SHANNON",,SHANNON IL,,61078,Y
14,Clinton County,100001,Meridian,Meridian,Meridian Township Hall,201 Sandoval Road,,Shattuc,,62231,Y
30,Gallatin County,701,GOLD HILL 1,SHAWNEETOWN BAPTIST CHURCH-1,,590 N LINCOLN BLVD,,SHAWNEETOWN,,62984,Y
30,Gallatin County,702,GOLD HILL 2,SHAWNEETOWN FIRST BAPTIST CHURCH-2,,590 N LINCOLN BLVD,,SHAWNEETOWN,,62984,Y
30,Gallatin County,801,BOWLESVILLE 1,BOWLESVILLE TWN COMMUNITY BLDG,,8220 BUCKEYE ROAD,,SHAWNEETOWN,,62984,Y
30,Gallatin County,1001,SHAWNEE 1,OLD SHAWNEETOWN VILLAGE HALL,,332 WASHINGTON STREET,,SHAWNEETOWN,,62984,Y
6,Bureau County,1201,GOLD,GOLD TOWNSHIP HALL,,19535 450 E. ST.,,SHEFFIELD,,61361,Y
6,Bureau County,1701,CONCORD 1,SHEFFIELD VILLAGE HALL,,121 S. CHURCH ST.,,SHEFFIELD,,61361,Y
86,Shelby County,1201,ROSE 1,SHELBY ELECTRIC CO,,RT 128 N & N 6TH SHELBYVILLE,,SHELBYVILLE,,62565,Y
86,Shelby County,1202,ROSE 2,SHELBY ELECTRIC CO,,RT 128 N & N 6TH SHELBYVILLE,,SHELBYVILLE,,62565,Y
86,Shelby County,1301,SHELBYVILLE 1,FIRST NAZARENE CHURCH HALL/GYM,,"412 N WILL, SHELBYVILLE",,SHELBYVILLE,,62565,Y
86,Shelby County,1302,SHELBYVILLE 2,FIRST NAZARENE CHURCH HALL/GYM,,"412 N WILL, SHELBYVILLE",,SHELBYVILLE,,62565,Y
86,Shelby County,1303,SHELBYVILLE 3,SHELBYVILLE TOWNSHIP BUILDING,,212 E. S. 1ST SHELBYVILLE,,SHELBYVILLE,,62565,Y
86,Shelby County,1304,SHELBYVILLE 4,SHELBYVILLE TOWNSHIP BUILDING,,212 E. S. 1ST SHELBYVILLE,,SHELBYVILLE,,62565,Y
86,Shelby County,1305,SHELBYVILLE 5,CORNERSTONE COMM CHURCH GYM,,"1253 N 2100 E, SHELBYVILLE",,SHELBYVILLE,,62565,Y
86,Shelby County,1306,SHELBYVILLE 6,1ST BAPTIST CHURCH,,1000 W N 6TH SHELBYVILLE,,SHELBYVILLE,,62565,Y
86,Shelby County,1307,SHELBYVILLE 7,1ST BAPTIST CHURCH,,1000 W N 6TH SHELBYVILLE,,SHELBYVILLE,,62565,Y
86,Shelby County,1901,CLARKSBURG,CLARKSBURG TWP TOWNHOUSE COMM CTR,,"2139 E 785 N, SHELBYVILLE",,SHELBYVILLE,,62565,Y
38,Iroquois County,2501,SHELDON 1,"COMMUNITY CENTER, SHELDON",,140 S 4TH,,SHELDON,,60966,Y
38,Iroquois County,2502,SHELDON 2,"COMMUNITY CENTER, SHELDON",,140 S 4TH,,SHELDON,,60966,Y
50,LaSalle County,62,MISSION PRECINCT 1,SHERIDAN FIRE STATION,SHERIDAN FIRE STATION,MISSION 1,405 N BUSHNELL ST,"SHERIDAN, IL 60551",,,Y
83,Sangamon County,FC02,Fancy Creek 2,Sherman Athletic Club,,300 S. 1st Street,,Sherman,,62684,Y
83,Sangamon County,FC03,Fancy Creek 3,Sherman Church of the Nazarene,,7085 Village Center Rd.,,Sherman,,62684,Y
83,Sangamon County,FC04,Fancy Creek 4,Sherman Church of the Nazarene,,7085 Village Center Rd.,,Sherman,,62684,Y
83,Sangamon County,FC05,Fancy Creek 5,Sherman Church of the Nazarene,,7085 Village Center Rd.,,Sherman,,62684,Y
83,Sangamon County,WI03,Williams 3,Sherman Athletic Club,,300 S. 1st Street,,Sherman,,62684,Y
66,Mercer County,301,RICHLAND GROVE 1,VILLAGE HALL,,SHERRARD,,"SHERRARD, IL 61281",,,Y
56,Macoupin County,2201,SHIPMAN 1,SHIPMAN 1,,Shipman Town Hall,101 E 1st St,SHIPMAN IL,,62685,Y
26,Fayette County,70001,Kaskaskia 1,Town Hall,,877 East 900 Ave,,Shobonier,,62885,Y
26,Fayette County,200001,Wilberton 1,Town Hall,,898 North 1500 Street,,Shobonier,,62885,Y
99,Will County,1802,TROY PCT 002,HOPE LUTHERAN CHURCH 1802,GYMNASIUM,305 E BLACK RD,(MAIN ENTRANCE),SHOREWOOD,,,Y
99,Will County,1807,TROY PCT 007,TIMBERS OF SHOREWOOD,TIMBERS BALLROOM,1100 N. RIVER RD.,(MAIN ENTRANCE),SHOREWOOD,,,Y
99,Will County,1808,TROY PCT 008,HOPE LUTHERAN CHURCH 1808,GYMNASIUM,305 E BLACK RD,(MAIN ENTRANCE),SHOREWOOD,,,Y
99,Will County,1810,TROY PCT 010,SHOREWOOD CHURCH OF GOD,NARTHAX,203 SCHOOL RD,(REAR NEAR PARKING),SHOREWOOD,,,Y
99,Will County,1813,TROY PCT 013,SHOREWOOD MUNICIPAL BLDG 1813,BOARD ROOM,ONE TOWNE CENTER BLVD.,(MAIN ENTR 2ND FLOOR),SHOREWOOD,,,Y
99,Will County,1814,TROY PCT 014,SHOREWOOD MUNICIPAL BLDG 1814,BOARD ROOM,ONE TOWNE CENTER BLVD,(MAIN ENTR 2ND FLOOR),SHOREWOOD,,,Y
99,Will County,1815,TROY PCT 015,SHOREWOOD-TROY PUBLIC LIBR,MEETING ROOM,650 DEERWOOD DR,(MAIN ENTRANCE),SHOREWOOD,,,Y
99,Will County,1817,TROY PCT 017,TROY TWP COMMUNITY CENTER 1817,COMMUNITY CENTER,25448 SEIL RD,(WEST ENTRANCE),SHOREWOOD,,,Y
99,Will County,1820,TROY PCT 020,TROY FIRE PROT DIST - STA 2,APPARATUS FLOOR,25454 SEIL RD,(REAR ENTRANCE),SHOREWOOD,,,Y
99,Will County,1821,TROY PCT 021,TROY TWP COMMUNITY CENTER 1821,COMMUNITY CENTER,25448 SEIL RD,(WEST ENTRANCE),SHOREWOOD,,,Y
25,Effingham County,801,BANNER,BANNER - KLUTHE CENTER SHUMWAY,,E FRONT ST,,SHUMWAY,,62461,Y
27,Ford County,801,SULLIVANT,SULLIVANT,,SIBLEY TOWNSHIP HALL,125 W. OHIO,"SIBLEY, IL",,61773,Y
92,Vermilion County,1801,SIDELL 1,SIDELL VILLAGE HALL,,"E MARKET ST, SIDELL",,SIDELL,,61876,Y
10,Champaign County,2401,Sidney,Sidney United Church,,501 E Main,,Sidney,,61877,Y
18,Cumberland County,401,SPRING POINT,SPRING POINT TOWNSHIP BUILDING,,426 CO RD 500 EAST SIGEL,,SIGEL,,62462,Y
86,Shelby County,2701,SIGEL,SIGEL TOWNSHIP BUILDING,,"104 WASHINGTON ST, SIGEL",,SIGEL,,62462,Y
81,Rock Island County,60006,HAMPTON 6,HAMP 6,HAMPTON 6,SILVIS CITY COUNCIL CHAMBERS,121 11 ST,SILVIS,,,Y
81,Rock Island County,60008,HAMPTON 8,HAMP 8,HAMPTON 8,OUR LADY OF GUADALUPE CHURCH,750 17 ST,SILVIS,,,Y
81,Rock Island County,60010,HAMPTON 10,HAMP 10,HAMPTON 10,OUR LADY OF GUADALUPE CHURCH,750 17 ST,SILVIS,,,Y
81,Rock Island County,60011,HAMPTON 11,HAMP 11,HAMPTON 11,SILVIS CITY COUNCIL CHAMBERS,121 11 ST,SILVIS,,,Y
